50,2049
59,1086
59,1642
57,2209
68,6301
81,1638
80,1191
85,2193
59,1829
180,2574
40,1993
359,6674
66,1525
70,1525
59,3028
64,4812
52,1479
60,1604
63,1810
132,2678
36,1858
42,1495
55,1106
60,1129
47,846
48,773
47,770
47,756
115,2140
60,842
36,585
52,787
54,837
39,1268
63,1138
156,2811
48,1894
37,826
55,1527
76,1819
65,2230
61,1732
48,1221
69,2094
60,2196
44,1861
66,789
46,836
60,742
50,1320
49,823
38,617
46,1272
55,936
54,1173
105,2774
65,938
49,1151
65,1249
43,637
34,501
88,1808
71,1751
42,814
72,1781
52,817
61,913
58,734
79,1467
55,1152
57,2069
56,867
55,830
44,1591
160,2251
48,752
68,1150
51,1273
57,1309
37,984
41,823
122,1412
36,1110
55,1042
39,776
34,562
69,1270
61,1886
34,542
52,967
73,2991
35,1258
68,1326
76,888
34,530
65,1228
34,1068
33,726
41,791
33,691
