309075640,188386239
309679853,189256872
300647279,186801012
318447035,187262496
313523085,186621329
311066691,191752685
372670594,188828990
321388750,194766382
322320759,186642258
314898916,190304891
318630863,196706244
311180645,198871550
344523666,204621947
313113926,188994257
307954455,198062013
319428606,195114003
314785928,187019484
315524041,183984618
303411410,190146589
306263158,195105074
303740909,184790216
308226631,186994501
307181860,189399718
314739688,234788946
332553149,209219240
328997178,197432914
310779887,187547703
333068953,195927235
323919231,191101492
315497378,192259012
316761964,192778980
324580884,190153432
310679938,185801205
395814088,201928333
310717396,188134347
325987320,187166177
303650832,191582139
314579220,193044465
314531562,208281589
314555321,194601427
329596584,195372466
314682105,199745881
311244649,197950074
333533720,207340085
315798101,200229233
315238358,187676581
306651156,184953860
309414768,185490033
315708320,193232335
318174483,201547332
321074433,197415622
334195712,207889844
316881432,188619843
304998216,194894414
302587601,194392659
319601303,190024981
309291656,189951946
316144848,203328616
322372960,196065245
365129010,239286420
313676370,184721903
318559246,201865915
311059706,191918469
321867927,192412622
311388734,191546660
322239071,193559205
311858171,191962954
326950604,193620744
316199749,199877364
326061902,190221960
315614233,190194353
310954744,188468719
305554170,192943466
303515735,188854231
319728140,191309638
354856262,190532658
316366205,194368170
305818242,192635005
322370618,193960370
319538602,194182115
311865529,188521586
312650601,188029029
330840864,192219007
318240818,194259550
312882165,187205663
311812107,197245693
335687863,267261942
319188022,189088390
313494653,192777250
311417389,195278887
307775033,201125898
325080690,201286142
324679439,195729193
317734659,189192272
305756716,187567569
306873079,186615508
319070590,197270545
317056910,190082843
315554737,202745924
311520414,185004407
269144847,79355533
267814290,79714397
286062552,93022868
298490758,91230913
282579648,87749356
288597487,88232566
281735595,85816443
289225618,84217986
272447664,81472429
274906015,93519224
301022975,91464478
287931489,88095084
275539510,85366755
270921426,82393384
277127063,83111880
270101441,80252729
271376789,81957416
277508936,89801200
276338591,81250235
277496126,83203098
279867218,83686013
399267880,115254327
294326495,83972872
286684636,83306203
280156599,84227179
286774195,82228518
274476011,82973496
285803584,83311749
279717100,83492767
280380343,81099806
270659350,81352365
270460527,87323710
266396674,82194429
273659945,81733053
275792658,81424426
284481282,84783901
293135755,83762200
289259730,82180619
271233323,83475496
289775334,90924935
269460181,88798607
269241192,80952698
270296287,84551127
284750181,82866092
277388209,83671479
280219130,79863007
266798241,79302041
274868246,92888815
277798393,84514927
270122964,82058321
267536136,79349737
274545818,81934164
271362153,81627051
271090858,82011384
275496936,83096563
279156730,81717855
306770183,111440095
293784076,96756945
272887496,80438815
285623634,84072016
278397500,82410469
266725626,79667981
271314058,80767266
271686326,79765449
275137515,80879852
277207558,80662590
272008889,81057336
266331792,80802473
280583742,79920888
284523239,82802476
280417937,83523488
282910161,82770257
280562020,80604559
276839203,82787019
281102586,82090122
280493509,83495361
271390572,83725771
277080606,87389018
285879706,85094837
272695914,82424688
271041578,82288202
267630358,79175876
274634601,86136220
273634027,78744760
272740781,80411252
270355783,82757224
279082641,85284217
286795111,82251290
279164290,89557651
273213469,81885621
277767014,83195628
287021818,79332982
281277954,85267270
274425307,82491865
319598968,82907430
286010163,87523821
292433002,86181938
281982985,82461933
280328888,86365439
281106808,82743422
78859781
76323303
78576720
76250012
77904945
79773765
80053401
78835472
78751411
77147428
79314997
78954642
77809772
80748870
82665794
79351767
83123619
107799694
109105053
88100992
80605526
78891173
78088416
80942058
79313756
78571251
82227424
81040056
91609997
78034180
85449572
84667995
81139568
81902486
80818195
80037738
76702155
82574947
80395403
79471580
79444044
77316614
80068340
77752933
78452544
79886399
79044256
80487994
78551374
78197680
78332545
78698442
79212045
85664875
79122743
80230991
79950894
78539862
78951650
85300803
79513117
78211873
82204205
78706347
78185600
91786848
91318249
80605175
77960557
80084945
80629688
79583626
79032645
82564375
80922636
81574793
79213311
77312490
81462349
83857706
79879429
89210321
77034402
78267140
79357295
81267432
80830441
78580151
77832673
77825579
78057523
77150698
77552237
78929464
77847371
77660735
77701894
77405773
78930383
79280143
